Country Code,Year,AG.LND.TOTL.K2,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,IT.CEL.SETS.P2,IT.NET.USER.ZS,NY.ADJ.DRES.GN.ZS,NY.ADJ.SVNX.GN.ZS,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,SE.PRM.CMPT.ZS,SE.PRM.ENRR,SE.SEC.ENRR,SE.TER.ENRR,SH.XPD.CHEX.GD.ZS,SL.EMP.TOTL.SP.ZS,SL.TLF.ACTI.ZS,SL.UEM.TOTL.ZS,SP.DYN.LE00.IN,SP.POP.GROW,SP.POP.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS,Region,Income Group
GUY,2022,196850.0,100.0,93.0,3.472771016630666,106.3926311,84.79357266,29.52795780667295,9.2052074983424,14718388489.208632,18199.4748396968,87.0075531005859,99.7228698730469,85.5159912109375,18.6940002441406,4.94385052,43.804,53.33,12.423,65.989,0.515592544369467,808726.0,72.97800000000001,27.022,Latin America & Caribbean,High income
HKG,2020,1050.0,100.0,100.0,3.472771016630666,291.4989659,92.41313602,29.52795780667295,9.2052074983424,344943149590.0583,46109.22999466091,104.46907043457,105.128761291504,100.485191345215,89.9478988647461,4.94385052,56.241,72.56,5.808,85.49634146341464,-0.358932661902885,7481000.0,0.0,100.0,East Asia & Pacific,High income
HKG,2022,1050.0,100.0,100.0,3.472771016630666,291.9103362,95.61357052,29.52795780667295,9.2052074983424,358696261481.1598,48828.12124544449,99.924690246582,101.081039428711,102.00390625,97.3490219116211,4.94385052,55.695,71.801,4.318,83.66097560975611,-0.907914524343304,7346100.0,0.0,100.0,East Asia & Pacific,High income
HND,2020,111890.0,48.9,93.1,0.872911171700029,68.76918576,43.48954646,0.0009910011191194,23.4739793491652,23352232483.75501,2307.1309300321504,99.924690246582,86.3270034790039,102.00390625,25.126579284668,9.03509808,53.851,61.783,10.679,71.462,1.622836376932,10121763.0,41.641,58.359,Latin America & Caribbean,Lower middle income
HND,2022,111890.0,50.1,94.4,0.872911171700029,76.0806241,48.08351858,0.3236784202379211,19.9727278455731,31426041806.798485,3012.217340863242,99.924690246582,83.8010025024414,102.00390625,25.126579284668,9.16101742,58.233,64.175,7.037,70.728,1.49211855882432,10432860.0,40.4,59.6,Latin America & Caribbean,Lower middle income
CRO,2020,55960.0,100.0,100.0,3.8607053917305714,106.805903,78.32090004,0.305707601664697,6.92715210222068,58221300897.88384,14383.869500030596,97.8140869140625,96.3538284301758,102.675262451172,69.3469772338867,7.72,47.198,67.099,7.507,77.72439024390245,-0.433210220837755,4047680.0,42.447,57.553,Europe & Central Asia,High income
CRO,2022,55960.0,100.0,100.0,3.8607053917305714,111.1680153,82.07154778,0.464334270981961,8.37499780796133,71997070660.48346,18673.17799050365,94.2081527709961,95.9421997070312,102.984100341797,72.3333587646484,8.1,48.66,69.311,6.96,77.57560975609756,-0.603521952188318,3855641.0,41.781,58.219,Europe & Central Asia,High income
HTI,2020,27560.0,4.3,46.3,0.2838150242495644,64.73094691,36.39474796,0.576707114846909,13.6150777791609,14508222518.301786,1283.1412278593907,94.2081527709961,95.9421997070312,102.984100341797,72.3333587646484,3.22171092,55.031,66.531,15.56,64.052,1.30291995864045,11306801.0,42.912,57.088,Latin America & Caribbean,Lower middle income
HTI,2022,27560.0,4.5,49.3,0.2838150242495644,63.9349717,38.94501834,0.327281322722916,9.83022396489895,20253551920.551617,1748.2571353975104,94.2081527709961,95.9421997070312,102.984100341797,72.3333587646484,3.47919273,55.772,66.738,14.719,63.728,1.19334195623455,11584996.0,41.18,58.82,Latin America & Caribbean,Lower middle income
HUN,2020,91260.0,100.0,100.0,4.591652907047882,105.9697831,84.77115202,0.11301391702029,11.6360310997372,157288955508.17633,16131.95403559231,93.2889022827148,97.1699371337891,101.990699768066,54.6012001037598,7.29,54.3,72.765,4.25,75.56829268292685,-0.215067837129585,9750149.0,28.058000000000007,71.942,Europe & Central Asia,High income
HUN,2022,91260.0,100.0,100.0,4.591652907047882,104.0561504,90.46084106,0.319632177340444,11.6933898181752,177006128624.62692,18355.82780720649,94.2879486083984,101.455070495605,99.6919326782227,56.5243492126465,7.38,58.227,76.865,3.609,76.01707317073172,-0.690781547965424,9643048.0,27.447999999999993,72.552,Europe & Central Asia,High income
IDN,2020,1877519.0,84.8,97.0,2.0716589622147183,130.8110952,53.72649449,1.325421316974962,9.25375895705338,1059054842698.482,3895.618152002246,103.142997741699,102.438003540039,98.0439987182617,38.6500015258789,3.42067289,64.536,69.675,4.255,68.808,0.840389268128048,271857970.0,43.359,56.641,East Asia & Pacific,Upper middle income
IDN,2022,1892555.47,89.1,100.0,2.0716589622147183,114.9005566,66.48461277,3.2330287366639103,11.3229068686997,1319076267310.162,4787.912364049026,102.986000061035,100.644996643066,98.9720001220703,42.633171081543,3.70636249,64.701,69.09,3.462,68.25,0.636555115146439,275501339.0,42.066,57.934,East Asia & Pacific,Upper middle income
IMN,2020,570.0,89.1,100.0,2.0716589622147183,114.9005566,66.48461277,3.2330287366639103,11.3229068686997,6684225641.0256405,79530.56232331866,102.986000061035,100.644996643066,98.9720001220703,42.633171081543,3.70636249,64.701,69.09,3.462,80.588,0.134540647396739,84046.0,47.102,52.898,Europe & Central Asia,High income
IMN,2022,570.0,89.1,100.0,2.0716589622147183,114.9005566,66.48461277,3.2330287366639103,11.3229068686997,7931193222.064053,94124.26832730915,102.986000061035,100.644996643066,98.9720001220703,42.633171081543,3.70636249,64.701,69.09,3.462,80.762,0.303350115903421,84519.0,46.729,53.271,Europe & Central Asia,High income
IND,2020,2973190.0,66.8,96.5,1.576093231916481,82.621059,43.40544313,0.901817540229968,15.6965733295176,2674851578586.8647,1915.551587999468,98.1042175292969,101.291000366211,75.109001159668,29.8199996948242,3.34,46.485,53.202,7.859,70.15,0.95522085775158,1396387127.0,65.074,34.926,South Asia,Lower middle income
IND,2022,2973190.0,74.5,99.2,1.576093231916481,80.64857717,46.31,1.62081061089854,16.5852334910788,3353470496885.948,2366.3096089993146,99.0849990844727,111.083999633789,78.8130035400391,32.6699981689453,3.28,49.825,55.356,4.822,67.744,0.680372581057012,1417173173.0,64.128,35.872,South Asia,Lower middle income
IRL,2020,68890.0,100.0,100.0,6.768227590182657,105.8205231,91.99989097,0.0307646714146591,14.1772798146625,428608687830.2393,85973.08848755006,98.976432800293,101.368812561035,135.224670410156,74.6803131103516,7.1091466,57.685,71.913,5.623,82.55609756097562,1.02911050277336,4985382.0,36.347,63.653,Europe & Central Asia,High income
IRL,2022,68890.0,100.0,100.0,6.768227590182657,113.2768198,95.16956667,0.0995614547088342,20.1343481255033,533140011838.2764,103983.29133582005,98.3457870483398,99.9838485717773,135.252197265625,78.7776031494141,6.07060957,61.935,76.758,4.479,83.05609756097562,1.8505037841192,5127170.0,35.81699999999999,64.183,Europe & Central Asia,High income
IRN,2020,1622500.0,96.4,100.0,7.06335132057733,146.2076628,75.56986637,4.302638514943908,20.1343481255033,239735486745.38528,2746.419483175908,98.0490036010742,104.484008789062,87.0725479125977,57.3403282165527,5.40149546,36.982,44.199,9.687,74.832,0.83517614833256,87290193.0,24.126000000000005,75.874,Middle East & North Africa,Lower middle income
IRN,2022,1622500.0,95.8,100.0,7.06335132057733,164.5020873,78.5957366,6.69689109182885,20.1343481255033,413394567603.5518,4668.457443058264,98.0490036010742,104.484008789062,87.0725479125977,60.6945381164551,5.77013779,38.587,46.033,9.085,74.556,0.710745642903734,88550570.0,23.193,76.807,Middle East & North Africa,Lower middle income
IRQ,2020,434128.0,99.3,100.0,3.842177819743993,88.05916556,45.7863696,7.322080180347347,3.74084967483418,180898797936.27884,4250.742908291594,98.0490036010742,104.484008789062,87.0725479125977,60.6945381164551,6.17485046,33.172,41.179,15.776,69.123,2.36211183923937,42556984.0,29.107,70.893,Middle East & North Africa,Upper middle income
IRQ,2022,434128.0,99.4,100.0,3.842177819743993,98.18424176,78.71561135,11.543306969936436,10.0227398853958,286640340965.5172,6441.917364518131,98.0490036010742,104.484008789062,87.0725479125977,60.6945381164551,5.24727583,34.709,42.863,15.588,71.336,2.18691693437269,44496122.0,28.646,71.354,Middle East & North Africa,Upper middle income
ISL,2020,100830.0,100.0,100.0,3.9474653648526594,114.9221778,99.5327519,0.0001119978573398,7.84563206269497,21629953194.065945,59023.56634657781,98.3919372558594,98.5561218261719,110.487319946289,74.5906066894531,9.61,69.491,84.886,5.478,83.06341463414634,1.6230862512591,366463.0,6.102000000000004,93.898,Europe & Central Asia,High income
ISL,2022,100830.0,100.0,100.0,3.9474653648526594,122.5171495,99.68701957,0.0001123437567054,5.71239143675342,28701830401.683697,75135.09161363576,98.5327072143555,98.5672912597656,115.156303405762,86.5232086181641,8.57,71.487,86.528,3.789,82.17073170731707,2.51377343254216,382003.0,6.007999999999996,93.992,Europe & Central Asia,High income
ISR,2020,21640.0,100.0,100.0,6.3452160041670735,140.1086384,90.12734091,0.134324234023164,18.8788636843267,413267669231.52216,44846.79159548156,98.4821319580078,96.3747634887695,96.1416931152344,56.4272193908691,7.71,60.766,71.513,4.169,82.64878048780488,1.76367939210866,9215100.0,7.412999999999997,92.587,Middle East & North Africa,High income
ISR,2022,21640.0,100.0,100.0,6.3452160041670735,152.2222464,90.29689758,0.248413406721533,19.2909482526282,525002447652.77344,54930.93880750964,94.7109375,96.2489776611328,96.9270782470703,58.9942817687988,7.9,62.346,73.337,3.695,82.70000000000002,1.96636884788361,9557500.0,7.236999999999995,92.763,Middle East & North Africa,High income
ITA,2020,295717.0,100.0,100.0,4.732372770799354,130.3870472,70.48342785,0.0451701902908457,5.54742170866756,1897461635591.912,31922.919162618266,98.7184982299805,102.634689331055,101.834747314453,68.722900390625,9.63,44.066,64.424,9.164,82.19512195121952,-0.487095091717782,59438851.0,28.961,71.039,Europe & Central Asia,High income
ITA,2022,295717.0,100.0,100.0,4.732372770799354,132.971226,85.06074504,0.0856169250540911,7.74566955602098,2066972096553.7048,35068.835973844856,98.2387924194336,101.617156982422,102.331283569336,71.2871170043945,9.0,45.138,65.758,8.069,82.9,-0.326488181067642,58940425.0,28.343000000000004,71.657,Europe & Central Asia,High income
JAM,2020,10830.0,76.4,99.7,2.0690418077205086,101.8728665,79.43244028,0.1774610751620803,23.4864442516523,13812421835.736937,4897.264761808789,79.7702407836914,89.8730773925781,85.1645812988281,71.2871170043945,6.62580395,60.867,68.658,6.501,71.869,0.236519557799568,2820436.0,43.689,56.311,Latin America & Caribbean,Upper middle income
JAM,2022,10830.0,72.8,100.0,2.0690418077205086,106.2021796,82.36071561,0.3174376305965261,31.0514231612009,17097760686.777462,6047.216443642805,79.7702407836914,90.7408676147461,83.871467590332,71.2871170043945,7.18521214,63.235,70.752,4.083,70.629,-0.0112465411699634,2827377.0,42.992,57.008,Latin America & Caribbean,Upper middle income
JOR,2020,88794.0,99.9,99.9,1.919172426489797,63.94061117,75.44769493,0.0374820627477986,5.54551463395898,43700383098.59155,3998.673138292354,79.7702407836914,90.7408676147461,66.8760299682617,32.668529510498,7.03820276,32.276,42.055,19.213,75.184,2.12736281777905,10928721.0,8.581999999999994,91.418,Middle East & North Africa,Lower middle income
JOR,2022,88794.0,99.8,100.0,1.919172426489797,67.56799743,85.999997,0.0553695484156391,4.43290457078457,48653381830.98592,4311.000050681601,79.7702407836914,90.7408676147461,70.9370422363281,36.0088081359863,7.28875065,31.729,41.424,18.2,74.215,1.22663656612596,11285869.0,8.173000000000002,91.827,Middle East & North Africa,Lower middle income
JPN,2020,364500.0,100.0,100.0,8.031495869666802,155.7389638,90.21945812,0.028312516493455,4.81173284014487,5055587093501.588,40040.76550559229,79.7702407836914,102.736831665039,102.844802856445,62.1358413696289,11.0,60.209,80.296,2.809,84.56000000000002,-0.294194617750067,126261000.0,8.218000000000004,91.782,East Asia & Pacific,High income
JPN,2022,364500.0,100.0,100.0,8.031495869666802,167.5231573,82.91407928,0.0144323671117113,3.62518603701698,4256410760723.75,34017.27180750242,79.7702407836914,102.218322753906,102.155380249023,63.1702690124512,10.82,60.875,81.266,2.6,83.99634146341464,-0.443851919148528,125124989.0,8.045000000000002,91.955,East Asia & Pacific,High income
KAZ,2020,2699700.0,93.5,100.0,11.297743305942856,128.0024709,85.94259898,6.85603147204135,8.11025874492084,171082365861.4229,9121.63640904156,100.877998352051,101.783996582031,94.4198989868164,64.8499984741211,3.75,65.816,77.308,4.89,71.37,1.29863532544565,18755666.0,42.329,57.671,Europe & Central Asia,Upper middle income
KAZ,2022,2699700.0,93.1,100.0,11.297743305942856,130.4206754,92.29685266,15.2460671057618,-0.013564668779436,225496328925.4941,11484.41681490094,103.160003662109,100.911003112793,94.4198989868164,64.8499984741211,3.92,65.361,77.032,4.86,74.44,2.28528529025291,19634983.0,42.01,57.99,Europe & Central Asia,Upper middle income
KEN,2020,569140.0,23.6,71.5,0.3740792193557545,118.1263492,25.53293999,1.2905874730049496,6.02768876292431,100657505750.545,1936.2507545437425,102.726577758789,93.7850036621094,94.4198989868164,19.3490009307861,4.47622252,69.062,73.559,5.621,62.675,2.00970011079671,51985780.0,72.005,27.995,Sub-Saharan Africa,Lower middle income
KEN,2022,569140.0,30.0,76.0,0.3740792193557545,121.6735548,28.75752799,1.245341982371272,8.12767075263511,113419826113.90314,2099.2985684102455,102.726577758789,97.1859970092773,94.4198989868164,20.4829998016357,4.54763126,69.506,74.071,5.805,62.055,1.90951031059953,54027487.0,70.998,29.002,Sub-Saharan Africa,Lower middle income
KGZ,2020,191800.0,77.1,99.9,1.379975379565039,132.4695239,72.0,4.758699133696257,13.6919679524856,8270468614.240511,1256.929226012631,100.921997070312,97.0541229248047,93.4160766601562,45.923999786377,5.26,61.743,67.752,4.63,71.80000000000001,1.89786382312175,6579900.0,63.144,36.856,Europe & Central Asia,Lower middle income
KGZ,2022,191800.0,77.0,99.7,1.379975379565039,130.3819712,77.92035931,9.235148880024184,-2.22973013669819,12134931017.946526,1739.7999997055908,94.3919982910156,94.1910018920898,94.9229965209961,55.9189987182617,5.44,63.054,68.941,4.055,72.04878048780488,2.93148141736729,6974900.0,62.539,37.461,Europe & Central Asia,Lower middle income
KHM,2020,176520.0,41.3,86.4,1.13758365931038,128.6026166,53.65076745,0.0002204855584104,17.1874524662306,25872797891.766376,1577.911739916446,94.9092788696289,111.00936126709,54.835750579834,14.4409999847412,7.11156559,75.189,78.451,0.172,70.416,1.16005769739725,16396860.0,75.768,24.232,East Asia & Pacific,Lower middle income
KHM,2022,176520.0,53.5,92.3,1.13758365931038,116.3256071,60.1524023,0.0316430241693597,17.8681904846329,29504829319.316875,1759.6080234604356,90.6999969482422,109.958999633789,57.9599990844727,14.9989995956421,7.53223085,75.851,79.45,0.247,69.896,1.07216738142292,16767842.0,74.886,25.114,East Asia & Pacific,Lower middle income
KIR,2020,810.0,11.8,91.0,0.449933972782553,43.22257718,45.14804292,0.0305463280639304,32.2488927678595,222973879.71109745,1763.1550707408287,94.9819488525391,101.40503692627,57.9599990844727,14.9989995956421,16.99,75.851,79.45,0.247,67.266,1.77265475198411,126463.0,44.406,55.594,East Asia & Pacific,Lower middle income
KIR,2022,810.0,14.8,94.4,0.449933972782553,48.82650573,53.6270365,0.0239485407546956,32.2488927678595,270520731.5990411,2061.3930413240755,94.9819488525391,101.40503692627,57.9599990844727,14.9989995956421,14.81,75.851,79.45,0.247,67.661,1.81315663594675,131232.0,42.942,57.058,East Asia & Pacific,Lower middle income
KNA,2020,260.0,100.0,100.0,4.84866294446077,131.2392427,80.35854111,0.0239485407546956,32.2488927678595,883922222.2222222,18553.42391633899,110.648147583008,116.572998046875,114.634819030762,14.9989995956421,5.65951824,75.851,79.45,0.247,71.627,-0.146821344830063,47642.0,69.157,30.843,Latin America & Caribbean,High income
KNA,2022,260.0,100.0,100.0,4.84866294446077,119.1089358,79.47306769,0.0239485407546956,32.2488927678595,981429629.6296296,20593.609115756964,130.581039428711,123.615493774414,121.108016967773,14.9989995956421,6.1634655,75.851,79.45,0.247,72.027,0.107072010901133,47657.0,69.009,30.991,Latin America & Caribbean,High income
KOR,2020,97600.0,100.0,100.0,10.990029581428546,136.0094467,96.50506052,0.0393290681021381,17.784697338119,1644312831906.1692,31721.29891418567,101.201568603516,99.217903137207,97.0888214111328,96.8767700195312,8.3497715,60.342,68.465,3.931,83.42682926829269,0.137869266247028,51836239.0,18.586,81.414,East Asia & Pacific,High income
KOR,2022,97600.0,100.0,100.0,10.990029581428546,148.5880603,97.16855413,0.0250258340350453,17.8645237393349,1673916511799.7087,32394.68337252032,96.0547332763672,99.0333633422852,97.9161987304688,103.276039123535,9.72047997,62.374,70.471,2.857,82.68048780487806,-0.187486566698935,51672569.0,18.572999999999993,81.427,East Asia & Pacific,High income
KWT,2020,17820.0,100.0,100.0,21.16961025069924,155.2673535,99.10587017,8.71641775407094,12.8253800570546,107512998447.02074,24656.43371340642,96.0547332763672,99.0333633422852,97.9161987304688,53.7298583984375,6.34761143,67.095,71.285,3.535,76.92,-1.83282064689651,4360444.0,0.0,100.0,Middle East & North Africa,High income
KWT,2022,17820.0,100.0,100.0,21.16961025069924,180.9950542,99.7,8.71641775407094,12.8253800570546,182809482400.9244,42823.82783486985,96.0547332763672,99.0333633422852,97.9161987304688,61.558048248291,5.78120756,69.973,73.796,2.124,80.264,0.44040518714903,4268873.0,0.0,100.0,Middle East & North Africa,High income
LAO,2020,230800.0,8.7,99.3,2.6202834413044025,63.34796067,54.0,2.2837775155318747,-1.57181247052082,18981805250.242397,2593.355718173363,90.9710006713867,101.189002990723,62.4290008544922,12.5839996337891,2.05965185,56.659,61.312,2.314,68.497,1.47745666003059,7319399.0,63.71,36.29,East Asia & Pacific,Lower middle income
LAO,2022,230800.0,10.2,100.0,2.6202834413044025,64.95535792,62.0,3.44411961128635,-1.57181247052082,15468785203.753174,2054.4307808649573,89.0530014038086,97.2229995727539,56.882999420166,12.4589996337891,2.74392009,57.213,61.965,1.209,68.999,1.39649568386606,7529475.0,62.408,37.592,East Asia & Pacific,Lower middle income
LBN,2020,10230.0,10.2,100.0,3.7921935368006943,75.72450204,83.1038168,0.0,-19.6063672226851,31712128253.796097,5599.957522607335,89.0530014038086,97.2229995727539,56.882999420166,51.6985816955566,7.57650805,38.355,48.847,13.235,77.804,-2.07933690590844,5662923.0,11.075000000000005,88.925,Middle East & North Africa,Lower middle income
LBN,2022,10230.0,10.2,100.0,3.7921935368006943,76.67627276,86.58903046,0.0,-27.381795968072,20992421948.808086,3823.9380686054633,89.0530014038086,97.2229995727539,56.882999420166,61.5956115722656,10.06154442,40.17,50.374,11.599,74.416,-1.85691249289585,5489739.0,10.738,89.262,Middle East & North Africa,Lower middle income
LBR,2020,96320.0,0.7,27.6,0.2318389239371772,32.49086403,27.95308059,18.3854428842103,-27.381795968072,3176126340.0,624.2897100077365,57.244010925293,72.9198532104492,37.8051300048828,61.5956115722656,16.96832657,72.798,76.876,4.092,60.948,2.03116860337744,5087584.0,47.911,52.089,Sub-Saharan Africa,Low income
LBR,2022,96320.0,0.8,31.8,0.2318389239371772,31.82876165,33.63315905,22.02342951644856,-27.381795968072,4001047000.0,754.5328485722599,57.244010925293,72.9198532104492,37.8051300048828,61.5956115722656,16.6163311,74.341,77.582,2.99,61.1,2.08208722249815,5302681.0,46.935,53.065,Sub-Saharan Africa,Low income
LBY,2020,1759540.0,0.8,69.4,6.68280547080212,174.6934374,33.63315905,1.2792383827766864,-26.6280971604163,65688454971.56625,9872.111144276018,57.244010925293,72.9198532104492,37.8051300048828,61.5956115722656,16.6163311,36.935,49.121,19.535,72.472,1.28344509210842,6653942.0,19.308999999999997,80.691,Middle East & North Africa,Upper middle income
LBY,2022,1759540.0,0.8,70.0,6.68280547080212,204.6286291,33.63315905,13.579949129428565,-26.6280971604163,55938727098.017426,8211.380947902846,57.244010925293,72.9198532104492,37.8051300048828,61.5956115722656,16.6163311,38.44,50.854,19.319,72.151,1.13768828173195,6812341.0,18.697999999999993,81.302,Middle East & North Africa,Upper middle income
LCA,2020,610.0,93.6,100.0,2.785139229065427,81.41789921,77.53773417,0.0197120184840958,-26.6280971604163,1497825994.2322073,8356.678555388717,89.7602615356445,99.3261871337891,89.2604064941406,16.9041500091553,6.79121685,52.872,72.347,25.225,73.416,0.365547330085114,179237.0,81.15899999999999,18.841,Latin America & Caribbean,Upper middle income
LCA,2022,610.0,92.5,100.0,2.785139229065427,95.63211097,78.09560329,0.0139368028769399,-26.6280971604163,2343703788.173233,13030.92895007274,103.218170166016,103.664779663086,88.1037292480469,16.2592697143555,6.2111187,58.868,76.114,15.934,71.294,0.114601078443679,179857.0,80.95,19.05,Latin America & Caribbean,Upper middle income
LIE,2020,160.0,92.5,100.0,3.663847997729384,126.1404686,94.34995199,0.0139368028769399,-26.6280971604163,6405870210.32293,165287.18676651176,104.37158203125,102.913627624512,120.228446960449,42.5986099243164,6.2111187,58.868,76.114,15.934,81.65853658536587,0.709498302393315,38756.0,85.584,14.416,Europe & Central Asia,High income
LIE,2022,160.0,92.5,100.0,3.663847997729384,126.2796552,95.56937637,0.0139368028769399,-26.6280971604163,7364654515.139836,187267.1323808029,88.9411773681641,102.110137939453,118.726867675781,46.0189590454102,6.2111187,58.868,76.114,15.934,84.31951219512196,0.735015942105173,39327.0,85.462,14.538,Europe & Central Asia,High income
LKA,2020,61860.0,32.6,100.0,0.9966832428486702,136.9116134,36.18473435,0.0575737146408968,25.650406093097,84304298770.53287,3846.17449566736,96.5810012817383,97.4786605834961,96.1318817138672,20.8120002746582,4.02,47.784,55.156,5.365,76.393,0.530626559530355,21919000.0,81.287,18.713,South Asia,Lower middle income
LKA,2022,61860.0,35.5,100.0,0.9966832428486702,143.0794174,44.45308724,0.0557572590048974,25.650406093097,74144875098.05867,3342.7201252449695,98.556999206543,96.8720016479492,91.0139999389648,22.9650001525879,4.07,48.09,56.115,6.33,76.61,0.112772639779474,22181000.0,80.974,19.026,South Asia,Lower middle income
LSO,2020,30360.0,40.2,47.5,1.025642163169336,69.32469722,42.85616632,4.04920648389324,7.36668364368873,2053338465.244617,910.93494753765,81.1535415649414,109.972618103027,59.820140838623,9.7244701385498,10.27927017,52.271,65.728,18.351,54.693,1.26784087310275,2254100.0,70.97200000000001,29.028,Sub-Saharan Africa,Lower middle income
LSO,2022,30360.0,41.5,50.0,1.025642163169336,67.51784393,47.98299869,3.79064261802484,7.36668364368873,2289355249.401483,992.8573284622566,74.5931167602539,88.6117782592773,59.820140838623,9.7244701385498,10.21370411,54.135,66.586,16.668,53.036,1.06255709738439,2305825.0,70.057,29.943,Sub-Saharan Africa,Lower middle income
LTU,2020,62620.0,100.0,100.0,4.18400041504391,130.2002612,83.05554724,0.0040726406324964,11.4959950244961,56964942999.365135,20381.855782747814,103.634483337402,102.764572143555,108.727897644043,70.7869033813477,7.48,57.007,78.538,8.487,74.97804878048781,0.0267667582795671,2794885.0,31.953999999999994,68.046,Europe & Central Asia,High income
LTU,2022,62610.0,100.0,100.0,4.18400041504391,139.1367809,87.72420219,0.007342010624092,12.1986367652122,71013953448.20845,25078.745365566887,103.090629577637,101.434379577637,109.326232910156,71.9093170166016,7.46,58.416,78.503,5.956,75.79268292682927,1.09366808005007,2831639.0,31.534999999999997,68.465,Europe & Central Asia,High income
LUX,2020,2574.46,100.0,100.0,12.456953232691276,132.9505076,98.45962893,0.0090122326474056,15.2442160697308,73699366700.21344,116905.37039685264,77.3051834106445,98.6442489624023,107.188056945801,19.961389541626,5.74,56.684,72.941,6.773,82.1439024390244,1.66635867423273,630419.0,8.546999999999997,91.453,Europe & Central Asia,High income
LUX,2022,2574.46,100.0,100.0,12.456953232691276,137.0751156,98.24203749,0.0062078798527294,20.3981300300548,81641807865.75908,125006.02181548558,76.8128814697266,98.4758377075195,106.482757568359,20.7341499328613,5.46,58.779,74.148,4.585,83.04634146341465,2.01666790212729,653103.0,8.119,91.881,Europe & Central Asia,High income
LAT,2020,62230.0,100.0,100.0,3.645612168492814,108.1340417,88.89796078,0.0242158311769009,5.23153478651093,34390910338.9604,18096.202707339373,98.3287582397461,99.8328475952148,105.956283569336,94.5108337402344,7.25,56.675,78.954,8.098,75.18536585365854,-0.701211570733301,1900449.0,31.685,68.315,Europe & Central Asia,High income
LAT,2022,62230.0,100.0,100.0,3.645612168492814,117.0957679,91.03009059,0.051110585363217,3.20476438795521,40422521943.44179,21508.400333216698,98.4483032226562,99.41796875,104.764526367188,91.3303680419922,9.04,56.939,77.651,6.815,74.58048780487805,-0.271369577775699,1879383.0,31.459999999999994,68.54,Europe & Central Asia,High income
MAC,2020,32.9,100.0,100.0,3.645612168492814,412.9927856,88.33262029,0.051110585363217,3.20476438795521,25343525935.835773,37474.73459459394,90.0545501708984,92.7896194458008,88.5771789550781,86.7956695556641,9.04,65.714,75.911,2.566,85.184,1.88522049742858,676283.0,0.0,100.0,East Asia & Pacific,High income
MAC,2022,33.0,100.0,100.0,3.645612168492814,174.5212668,88.46810492,0.051110585363217,3.20476438795521,24464719190.061607,35192.52783508678,91.206901550293,84.9676666259766,90.2211837768555,116.232192993164,9.04,66.109,77.368,2.476,85.377,1.23914668361251,695168.0,0.0,100.0,East Asia & Pacific,High income
MAF,2020,50.0,100.0,100.0,3.645612168492814,174.5212668,88.46810492,0.051110585363217,3.20476438795521,652206037.1038738,19691.61671156891,91.206901550293,84.9676666259766,90.2211837768555,116.232192993164,9.04,66.109,77.368,2.476,80.149,-1.72979919917872,32553.0,0.0,100.0,Latin America & Caribbean,High income
MAF,2022,50.0,100.0,100.0,3.645612168492814,174.5212668,88.46810492,0.051110585363217,3.20476438795521,649206262.8475188,20320.716878913197,91.206901550293,84.9676666259766,90.2211837768555,116.232192993164,9.04,66.109,77.368,2.476,80.55,-0.49263501943339,31791.0,0.0,100.0,Latin America & Caribbean,High income
MAR,2020,446300.0,98.1,100.0,1.818526387309992,133.893994,84.12036305,0.0829889044114196,20.7741799982652,121353645057.14368,3258.26904296875,96.9155807495117,112.553207397461,81.3967819213867,40.02001953125,5.83834505,39.442,47.884,11.203,73.92,1.05316017914606,36688772.0,36.468,63.532,Middle East & North Africa,Lower middle income
MAR,2022,446300.0,97.9,100.0,1.818526387309992,137.4592738,88.13031937,0.1310600309277632,22.0271718646063,130912558829.8398,3441.99145507813,101.028228759766,114.169990539551,86.2332000732422,46.1795501708984,5.73834944,39.874,47.7,9.53,74.973,1.02339197878946,37457971.0,35.403999999999996,64.596,Middle East & North Africa,Lower middle income
MCO,2020,2.0269999999999997,100.0,100.0,1.818526387309992,96.10801148,84.70640914,0.1310600309277632,22.0271718646063,6739645416.479156,182537.3873701087,150.180511474609,144.476531982422,154.156982421875,53.3591690063477,4.27983093,39.874,47.7,9.53,74.973,-0.302883026724653,36922.0,0.0,100.0,Europe & Central Asia,High income
MCO,2022,2.084,100.0,100.0,1.818526387309992,106.8167485,86.09548575,0.1310600309277632,22.0271718646063,8784002931.686646,240862.18244774043,150.180511474609,144.476531982422,154.156982421875,53.3591690063477,3.68486166,39.874,47.7,9.53,74.973,-0.593262624459316,36469.0,0.0,100.0,Europe & Central Asia,High income
MDA,2020,32884.6,97.4,100.0,3.2678463681108716,110.876909,59.15294877,0.0044330614455617,7.08673635258964,11530746234.44918,4375.778893052403,104.109466552734,106.507751464844,96.1725082397461,56.2425193786621,7.0,68.837,71.645,1.206,70.166,-1.09803165876287,2635130.0,57.151,42.849,Europe & Central Asia,Upper middle income
MDA,2022,32970.0,97.6,100.0,3.2678463681108716,127.4162572,61.28776161,0.0084947355014037,6.90859483373434,14510490660.251604,5715.280220541545,107.633018493652,106.542778015137,96.7841491699219,64.3925399780273,7.75,71.87,73.629,0.909,68.621,-2.21696682736653,2538894.0,56.827,43.173,Europe & Central Asia,Upper middle income
